,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,MeanWorkingTime
155,4.0,4.0,4.0,0,Travel_Frequently,Research & Development,18,4,Technical Degree,4,Sales Executive,Married,132060,0.0,13,2,7.0,2,6,0,4,3,3,6.595135387488056
156,1.0,2.0,3.0,1,Travel_Rarely,Research & Development,27,2,Medical,1,Research Scientist,Single,104220,1.0,17,1,6.0,0,5,1,4,2,3,10.648925376647778
157,4.0,3.0,2.0,1,Travel_Frequently,Research & Development,5,3,Medical,2,Research Scientist,Divorced,137440,0.0,20,1,3.0,3,2,1,0,3,4,6.204427312775278
158,4.0,4.0,3.0,0,Travel_Frequently,Sales,3,3,Marketing,2,Sales Executive,Married,49070,1.0,11,1,1.0,3,1,0,0,3,3,8.591902250351389
159,3.0,3.0,3.0,0,Travel_Rarely,Sales,26,4,Marketing,1,Sales Executive,Married,34820,0.0,18,1,21.0,2,20,1,12,2,3,6.001353864734167
160,1.0,4.0,1.0,0,Travel_Rarely,Research & Development,3,2,Medical,4,Healthcare Representative,Divorced,24360,1.0,24,0,3.0,2,3,0,2,4,4,6.2817511013213885
161,3.0,4.0,1.0,0,Non-Travel,Research & Development,15,3,Medical,2,Sales Executive,Married,23800,4.0,18,3,9.0,2,5,1,4,2,3,7.905569800569722
162,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,8,3,Medical,3,Manufacturing Director,Married,194310,1.0,11,0,10.0,3,10,0,7,3,3,7.1756990358125
163,3.0,2.0,4.0,1,Travel_Rarely,Research & Development,19,4,Life Sciences,3,Research Scientist,Married,17900,5.0,16,1,6.0,4,2,1,1,2,3,6.651255274261389
164,1.0,4.0,4.0,1,Travel_Rarely,Research & Development,4,3,Medical,1,Sales Executive,Single,76440,1.0,15,2,1.0,2,1,0,0,3,3,7.906068376068333
165,3.0,1.0,3.0,0,Non-Travel,Research & Development,2,4,Life Sciences,3,Research Scientist,Married,51310,0.0,15,1,10.0,2,9,7,8,3,3,6.718815667131389
166,1.0,4.0,2.0,0,Travel_Rarely,Research & Development,2,2,Life Sciences,4,Research Scientist,Divorced,63060,3.0,12,1,32.0,3,1,0,0,3,3,6.2905880230877775
167,2.0,3.0,3.0,0,Travel_Rarely,Sales,10,4,Life Sciences,3,Manager,Married,47870,0.0,12,0,28.0,3,27,15,7,3,3,7.178114997713611
168,3.0,4.0,2.0,0,Non-Travel,Sales,10,2,Life Sciences,3,Laboratory Technician,Single,188800,0.0,22,1,12.0,3,11,6,7,3,4,6.286431712962778
169,3.0,1.0,4.0,0,Travel_Frequently,Research & Development,16,3,Life Sciences,4,Laboratory Technician,Married,23390,4.0,20,0,22.0,4,18,13,11,3,4,7.217978595478334
170,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,1,3,Technical Degree,5,Manufacturing Director,Divorced,135700,5.0,16,2,20.0,2,5,0,4,2,3,7.809089371980556
171,1.0,3.0,1.0,0,Travel_Rarely,Sales,4,1,Technical Degree,1,Laboratory Technician,Married,67120,6.0,21,1,26.0,3,3,0,1,2,4,6.805152662993334
172,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,15,2,Medical,2,Laboratory Technician,Single,54060,0.0,12,1,6.0,2,5,4,3,3,3,6.484045584045556
173,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,2,4,Medical,2,Human Resources,Single,89380,7.0,11,3,19.0,2,1,0,0,3,3,7.651214845550833
174,4.0,3.0,3.0,0,Travel_Rarely,Sales,8,2,Life Sciences,1,Laboratory Technician,Divorced,24390,3.0,11,2,14.0,2,7,5,7,4,3,7.5859627255458335
175,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Healthcare Representative,Married,88370,2.0,18,0,15.0,3,3,1,2,2,3,9.179540598290556
176,3.0,2.0,4.0,0,Travel_Rarely,Research & Development,7,3,Life Sciences,2,Research Director,Divorced,53430,1.0,14,1,13.0,3,13,0,8,3,3,6.3781532485875
177,2.0,3.0,4.0,1,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Research Director,Married,67280,7.0,22,0,15.0,2,7,7,7,2,4,8.477647198480279
178,1.0,4.0,3.0,1,Travel_Rarely,Sales,5,4,Marketing,2,Research Director,Divorced,66520,7.0,25,0,8.0,5,4,1,3,3,4,6.965121812386111
179,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Sales Executive,Single,48500,0.0,12,1,4.0,4,3,1,2,3,3,6.474620792991945
180,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,12,2,Medical,2,Sales Representative,Married,28090,4.0,23,1,10.0,2,8,0,0,1,4,8.876004361799723
181,1.0,3.0,3.0,1,Travel_Frequently,Research & Development,22,2,Medical,2,Sales Executive,Married,56890,3.0,15,2,12.0,2,1,0,0,2,3,6.588341861598333
182,2.0,1.0,3.0,1,Travel_Frequently,Sales,17,1,Marketing,1,Research Director,Divorced,20010,9.0,22,1,11.0,5,3,0,2,4,4,10.9955731364275
183,2.0,3.0,3.0,0,Travel_Frequently,Research & Development,2,4,Medical,1,Research Scientist,Married,29770,4.0,15,3,8.0,3,2,2,0,2,3,7.810652071563055
184,2.0,4.0,2.0,0,Non-Travel,Research & Development,3,4,Medical,1,Research Scientist,Single,40250,1.0,11,0,10.0,3,10,9,7,3,3,7.229256602914167
185,3.0,3.0,3.0,1,Travel_Frequently,Research & Development,7,3,Medical,2,Laboratory Technician,Single,37850,5.0,13,2,4.0,2,2,1,2,3,3,6.419389838556389
186,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,6,3,Medical,1,Laboratory Technician,Married,108540,2.0,14,1,14.0,6,9,6,7,3,3,6.779623617123611
187,1.0,2.0,3.0,0,Travel_Rarely,Research & Development,1,3,Medical,1,Sales Executive,Single,120310,3.0,11,0,37.0,5,10,7,7,3,3,7.390809591642777
188,4.0,4.0,3.0,0,Non-Travel,Research & Development,3,2,Life Sciences,2,Research Scientist,Single,99360,7.0,17,1,16.0,2,14,1,10,2,3,6.192049516908056
189,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,22,3,Medical,1,Sales Representative,Married,29660,9.0,18,0,15.0,2,11,6,9,2,3,6.014660228898333
190,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,15,3,Life Sciences,2,Laboratory Technician,Single,25710,7.0,14,0,22.0,1,20,5,13,3,3,7.301029143897778
191,3.0,3.0,3.0,0,Travel_Frequently,Research & Development,12,1,Medical,1,Research Scientist,Married,99910,1.0,16,1,8.0,3,8,0,7,3,3,7.061997245178889
192,2.0,4.0,4.0,0,Travel_Rarely,Research & Development,1,4,Life Sciences,3,Research Director,Single,61420,4.0,13,2,10.0,2,6,0,5,2,3,8.724735996326666
193,4.0,1.0,2.0,0,Travel_Rarely,Research & Development,5,3,Medical,3,Sales Executive,Married,53900,1.0,14,0,10.0,3,10,5,8,3,3,10.80760475517889
194,4.0,2.0,4.0,0,Travel_Rarely,Research & Development,2,1,Medical,4,Sales Executive,Married,44040,0.0,23,0,9.0,2,8,3,7,3,4,7.410288839724444
195,,3.0,2.0,1,Travel_Frequently,Research & Development,2,1,Life Sciences,2,Laboratory Technician,Divorced,59930,0.0,12,0,8.0,3,7,1,0,3,3,9.190491803278611
196,4.0,4.0,4.0,0,Travel_Rarely,Research & Development,5,3,Medical,1,Research Scientist,Divorced,51300,4.0,11,0,8.0,3,3,1,2,2,3,7.393010477582778
197,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,16,3,Medical,1,Laboratory Technician,Divorced,20900,4.0,16,0,10.0,2,6,0,5,3,3,7.402587597971389
198,3.0,4.0,2.0,0,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Sales Executive,Divorced,29090,9.0,14,2,10.0,2,5,0,1,3,3,6.711708214624722
199,2.0,2.0,3.0,1,Travel_Frequently,Research & Development,2,3,Technical Degree,1,Sales Executive,Single,34680,1.0,18,2,0.0,4,0,0,0,4,3,9.230231673582223
200,3.0,1.0,3.0,0,Non-Travel,Research & Development,1,4,Technical Degree,2,Laboratory Technician,Divorced,30680,3.0,19,0,20.0,3,1,0,1,2,3,6.880860065085833
201,1.0,3.0,3.0,0,Non-Travel,Research & Development,23,3,Life Sciences,2,Manufacturing Director,Single,26700,2.0,15,2,10.0,2,8,0,7,2,3,9.292572463768055
202,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,9,4,Medical,3,Healthcare Representative,Divorced,26930,5.0,17,3,8.0,3,0,0,0,2,3,6.0161487142163885
203,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,16,4,Medical,2,Human Resources,Single,95260,1.0,15,0,5.0,2,5,0,3,2,3,6.326000243664445
204,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,26,3,Medical,1,Laboratory Technician,Single,52370,1.0,19,1,10.0,3,10,5,7,2,3,6.406121659634167
205,3.0,4.0,1.0,1,Travel_Rarely,Sales,1,3,Marketing,2,Manufacturing Director,Single,24260,1.0,22,0,1.0,3,1,0,0,1,4,8.751425846447223
206,2.0,4.0,4.0,0,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Sales Executive,Single,41930,4.0,16,1,12.0,5,6,1,2,3,3,7.389827546296111
207,1.0,3.0,2.0,0,Travel_Frequently,Research & Development,4,1,Medical,5,Human Resources,Married,29110,5.0,13,0,28.0,3,2,1,2,3,3,6.196189083820555
208,2.0,1.0,3.0,0,Travel_Rarely,Research & Development,24,1,Life Sciences,1,Research Director,Married,26610,7.0,14,1,22.0,2,18,11,8,3,3,7.7062796373777775
209,1.0,2.0,3.0,0,Non-Travel,Research & Development,7,2,Medical,1,Sales Executive,Divorced,20280,1.0,16,1,9.0,3,9,7,7,3,3,7.506634393729723
210,4.0,1.0,3.0,0,Travel_Rarely,Sales,2,1,Medical,1,Laboratory Technician,Divorced,99800,,11,1,18.0,2,10,6,9,3,3,9.075687613843334
211,4.0,3.0,3.0,1,Non-Travel,Research & Development,7,2,Life Sciences,2,Research Director,Married,32980,8.0,22,0,6.0,4,4,1,2,2,4,5.993242277547222
212,4.0,4.0,3.0,0,Travel_Frequently,Sales,22,3,Life Sciences,1,Healthcare Representative,Married,29350,0.0,14,2,3.0,5,2,2,1,2,3,6.0308562901744445
213,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Research Scientist,Married,154270,3.0,16,1,18.0,2,1,0,0,3,3,6.02010227801
214,2.0,2.0,2.0,0,Travel_Rarely,Research & Development,1,4,Technical Degree,5,Research Scientist,Married,39440,6.0,11,2,8.0,3,6,4,3,3,3,6.899095171120278
215,4.0,3.0,3.0,0,Travel_Rarely,Sales,21,1,Life Sciences,1,Sales Executive,Divorced,40110,1.0,18,2,31.0,2,31,0,9,1,3,10.781685108344723
216,2.0,4.0,3.0,0,Travel_Rarely,Sales,1,3,Marketing,1,Sales Executive,Married,34070,1.0,15,2,6.0,2,6,1,4,2,3,8.983126503126389
217,1.0,2.0,4.0,0,Travel_Rarely,Research & Development,19,4,Technical Degree,4,Sales Executive,Married,119940,1.0,14,1,6.0,6,5,1,4,3,3,7.383425160697778
218,4.0,2.0,3.0,0,Travel_Rarely,Sales,7,3,Medical,1,Laboratory Technician,Married,12320,1.0,12,0,1.0,4,1,0,0,1,3,6.823666187739445
219,1.0,2.0,3.0,0,Travel_Frequently,Sales,2,2,Marketing,1,Sales Executive,Married,29600,1.0,14,3,32.0,2,32,10,7,3,3,6.789116575591945
220,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Research Scientist,Married,190940,1.0,16,0,7.0,3,7,0,6,2,3,7.409312285853889
221,1.0,3.0,3.0,1,Travel_Frequently,Research & Development,2,3,Medical,2,Research Scientist,Married,39190,1.0,21,0,6.0,3,6,1,2,3,4,10.825435862691945
222,2.0,1.0,4.0,1,Travel_Frequently,Research & Development,9,3,Other,2,Healthcare Representative,Married,68250,1.0,14,0,1.0,2,1,0,0,3,3,6.877650214592222
223,2.0,4.0,3.0,0,Travel_Rarely,Sales,6,2,Life Sciences,4,Research Director,Married,102480,1.0,12,1,6.0,4,6,1,3,3,3,8.906513949013888
224,2.0,1.0,1.0,1,Travel_Rarely,Research & Development,9,1,Medical,1,Sales Representative,Divorced,189470,2.0,12,2,9.0,2,3,1,2,2,3,6.683451882845
225,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,2,3,Life Sciences,5,Sales Executive,Single,24960,4.0,17,3,9.0,3,3,0,2,3,3,7.924495583449445
226,1.0,4.0,4.0,0,Travel_Rarely,Sales,1,3,Marketing,2,Sales Executive,Divorced,64650,4.0,17,0,13.0,3,7,5,7,3,3,6.310503323836389
227,1.0,3.0,2.0,0,Travel_Rarely,Sales,22,4,Medical,1,Sales Representative,Divorced,22060,0.0,14,1,6.0,4,5,0,3,3,3,7.8879265457925
228,4.0,3.0,2.0,0,Travel_Rarely,Sales,9,4,Marketing,2,Laboratory Technician,Married,20860,4.0,14,0,17.0,3,3,1,0,3,3,8.882879515317779
229,4.0,2.0,4.0,0,Travel_Rarely,Research & Development,17,4,Medical,1,Sales Representative,Single,22930,1.0,13,2,1.0,3,1,0,0,1,3,7.089900137740833
230,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,28,4,Life Sciences,2,Manufacturing Director,Married,26450,1.0,15,0,10.0,5,10,2,2,3,3,7.490815602836666
231,2.0,4.0,2.0,0,Travel_Rarely,Research & Development,10,5,Technical Degree,2,Sales Executive,Divorced,26830,4.0,11,0,21.0,3,1,0,0,3,3,8.685538548752778
232,3.0,1.0,2.0,0,Travel_Rarely,Human Resources,2,4,Medical,1,Human Resources,Single,20140,3.0,17,1,8.0,5,0,0,0,4,3,6.802448347107222
233,4.0,3.0,3.0,0,Travel_Frequently,Sales,4,3,Medical,2,Healthcare Representative,Divorced,34190,3.0,11,1,10.0,5,8,4,7,3,3,9.126422039323055
234,4.0,1.0,1.0,0,Travel_Rarely,Research & Development,8,1,Medical,2,Laboratory Technician,Married,53760,7.0,13,1,21.0,3,3,0,2,4,3,7.016586966713334
235,1.0,3.0,4.0,0,Travel_Rarely,Sales,29,4,Marketing,2,Sales Executive,Single,19510,4.0,22,3,10.0,4,2,0,2,4,4,6.704297027290278
236,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,13,4,Life Sciences,1,Laboratory Technician,Divorced,23410,1.0,20,2,8.0,3,8,0,6,2,4,8.402038626609167
237,3.0,1.0,3.0,1,Travel_Rarely,Sales,27,3,Life Sciences,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2,3,3,6.483074151557222
238,3.0,3.0,3.0,0,Travel_Rarely,Sales,16,2,Life Sciences,3,Sales Executive,Single,87260,1.0,11,1,3.0,2,3,1,2,1,3,7.233100241545833
239,4.0,4.0,4.0,0,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Laboratory Technician,Married,40110,4.0,14,1,26.0,2,2,0,1,3,3,8.690202020201944
240,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,2,2,Medical,2,Laboratory Technician,Married,195450,0.0,14,0,3.0,3,2,2,2,2,3,6.037342143905834
241,3.0,3.0,3.0,0,Travel_Rarely,Sales,13,4,Marketing,2,Manufacturing Director,Divorced,45680,0.0,18,1,6.0,2,5,1,2,3,3,7.2821654846333335
242,1.0,4.0,2.0,0,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Healthcare Representative,Married,30220,1.0,16,1,6.0,3,6,0,5,3,3,9.37723714416889
243,3.0,3.0,3.0,0,Travel_Frequently,Research & Development,4,5,Technical Degree,3,Manager,Divorced,57720,1.0,17,0,1.0,3,1,0,0,3,3,7.309830051570556
244,4.0,1.0,4.0,0,Travel_Rarely,Research & Development,24,3,Other,3,Manager,Single,22690,7.0,11,1,18.0,2,14,8,10,2,3,7.1137529550825
245,2.0,4.0,2.0,0,Travel_Rarely,Research & Development,1,5,Medical,1,Research Scientist,Married,53810,1.0,12,0,10.0,0,10,8,8,3,3,7.4384774523475
246,1.0,1.0,3.0,1,Travel_Frequently,Research & Development,19,4,Life Sciences,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,0,3,3,7.574113060428611
247,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Manufacturing Director,Married,54540,1.0,13,1,3.0,5,3,0,2,4,3,9.96319102914389
248,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,4,3,Medical,1,Manager,Married,98840,1.0,14,0,10.0,3,10,7,8,2,3,6.2149813258636115
249,2.0,3.0,2.0,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Healthcare Representative,Married,41570,1.0,17,3,6.0,2,6,1,2,3,3,6.8107241215572225
250,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,10,5,Medical,4,Laboratory Technician,Single,134580,1.0,11,0,17.0,3,17,11,8,3,3,6.655866150960834
251,3.0,4.0,1.0,0,Travel_Frequently,Research & Development,8,3,Technical Degree,2,Laboratory Technician,Divorced,90690,3.0,25,1,15.0,3,13,4,7,3,4,7.514910468319444
252,3.0,2.0,4.0,0,Travel_Rarely,Research & Development,5,2,Life Sciences,2,Sales Executive,Married,40140,2.0,19,1,16.0,4,9,7,1,2,3,6.4083979044833335
253,2.0,2.0,3.0,0,Travel_Rarely,Research & Development,8,3,Life Sciences,2,Research Scientist,Divorced,59150,2.0,13,1,13.0,3,3,0,2,2,3,10.702960618846667
254,1.0,4.0,3.0,0,Travel_Rarely,Sales,9,3,Marketing,5,Research Director,Single,59930,0.0,14,1,5.0,3,4,1,1,1,3,7.003219806763056
255,4.0,3.0,3.0,1,Travel_Rarely,Research & Development,1,3,Life Sciences,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,1,2,3,8.629089635854166
256,1.0,1.0,3.0,1,Travel_Frequently,Research & Development,15,4,Medical,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,7,3,3,10.40263888888889
257,3.0,3.0,3.0,0,Non-Travel,Research & Development,2,1,Medical,1,Research Scientist,Married,187400,1.0,19,1,1.0,2,1,0,0,4,3,6.7311327561325
258,1.0,1.0,4.0,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Healthcare Representative,Married,76370,2.0,11,1,5.0,3,3,0,2,3,3,7.089940645773889
259,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,11,3,Medical,2,Manufacturing Director,Married,100960,0.0,11,1,4.0,3,3,1,2,3,3,7.680787229137778
260,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,16,3,Life Sciences,5,Research Scientist,Single,147560,0.0,20,1,8.0,3,7,0,5,2,4,6.798771808998889
261,2.0,4.0,3.0,0,Travel_Frequently,Sales,2,4,Life Sciences,4,Healthcare Representative,Divorced,64990,1.0,18,3,10.0,3,10,2,8,2,3,7.805469432314166
262,2.0,2.0,3.0,0,Travel_Rarely,Research & Development,16,3,Technical Degree,1,Sales Executive,Married,97240,3.0,13,0,12.0,2,2,2,2,4,3,7.0984033816425
263,4.0,4.0,3.0,0,Travel_Frequently,Sales,4,3,Technical Degree,5,Laboratory Technician,Divorced,21940,1.0,12,0,6.0,5,6,0,4,3,3,8.886216761633333
264,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Manager,Single,33880,3.0,11,0,4.0,2,1,0,0,4,3,7.604899320718055
265,4.0,3.0,3.0,0,Travel_Rarely,Sales,5,3,Medical,1,Laboratory Technician,Married,54730,1.0,19,1,20.0,2,20,3,8,4,3,9.119233288166111
266,4.0,2.0,4.0,0,Travel_Rarely,Research & Development,18,1,Medical,1,Healthcare Representative,Single,27030,1.0,21,1,9.0,2,8,7,7,3,4,6.820739942528611
267,1.0,3.0,3.0,1,Travel_Rarely,Research & Development,17,2,Life Sciences,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,0,1,3,7.5126982480405555
268,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,12,5,Medical,1,Sales Representative,Single,62200,1.0,14,2,20.0,2,20,11,10,3,3,6.712491654744722
269,4.0,4.0,2.0,0,Travel_Rarely,Research & Development,2,3,Life Sciences,5,Research Scientist,Single,30380,1.0,11,0,10.0,5,10,0,8,1,3,7.899165479581945
270,2.0,3.0,3.0,1,Travel_Frequently,Research & Development,4,2,Medical,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,3,2,3,8.205001129177777
271,2.0,4.0,2.0,0,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Sales Executive,Single,43120,0.0,12,1,10.0,2,9,1,8,2,3,7.165214592274444
272,3.0,1.0,3.0,0,Travel_Rarely,Research & Development,10,3,Medical,5,Research Scientist,Married,132450,1.0,23,1,9.0,3,9,0,7,2,4,6.510595238095
273,3.0,4.0,,0,Travel_Rarely,Sales,1,3,Medical,2,Sales Executive,Single,136640,3.0,14,0,10.0,6,7,7,7,3,3,7.932475845410556
274,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,2,3,Medical,5,Sales Executive,Single,50210,2.0,17,0,20.0,3,7,1,7,3,3,6.717376142376111
275,4.0,1.0,3.0,0,Travel_Frequently,Research & Development,3,4,Medical,3,Human Resources,Married,51260,5.0,18,0,20.0,2,18,1,12,3,3,8.616050275481944
276,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,7,1,Life Sciences,2,Laboratory Technician,Married,28590,3.0,18,1,32.0,2,5,1,3,3,3,6.755989130434722
277,2.0,4.0,2.0,0,Travel_Rarely,Sales,6,3,Medical,1,Sales Executive,Divorced,102390,3.0,24,3,23.0,3,21,12,6,3,4,7.710548213411389
278,1.0,1.0,3.0,0,Travel_Rarely,Research & Development,8,2,Life Sciences,5,Laboratory Technician,Single,53290,8.0,20,0,10.0,3,2,2,2,4,4,6.608694327238611
279,4.0,1.0,2.0,0,Travel_Frequently,Research & Development,29,1,Life Sciences,2,Manufacturing Director,Divorced,43250,1.0,14,0,9.0,2,9,1,7,2,3,7.345515705578889
280,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,3,3,Medical,1,Manufacturing Director,Married,72600,1.0,16,0,22.0,2,22,2,10,3,3,6.168100858368889
281,4.0,2.0,3.0,0,Travel_Rarely,Sales,9,3,Life Sciences,2,Research Scientist,Married,23220,7.0,25,1,4.0,0,2,2,2,4,4,7.386711943220556
282,1.0,2.0,3.0,1,Travel_Rarely,Sales,2,4,Life Sciences,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,7,2,3,8.098430373605
283,1.0,1.0,3.0,0,Non-Travel,Research & Development,10,4,Technical Degree,2,Research Scientist,Married,41520,9.0,19,1,10.0,3,8,0,5,3,3,6.020169234360278
284,3.0,3.0,4.0,0,Travel_Rarely,Research & Development,1,3,Medical,3,Manager,Single,96190,4.0,13,1,10.0,2,1,0,0,3,3,9.813845220766389
285,1.0,3.0,3.0,0,Non-Travel,Research & Development,8,2,Life Sciences,1,Research Scientist,Single,135030,2.0,12,0,9.0,6,5,1,4,2,3,6.1081892577222225
286,4.0,3.0,2.0,0,Travel_Frequently,Research & Development,27,3,Life Sciences,1,Research Scientist,Divorced,54410,9.0,22,1,28.0,6,22,11,13,2,4,8.3054027171275
287,3.0,4.0,2.0,0,Travel_Rarely,Research & Development,8,3,Life Sciences,2,Sales Executive,Divorced,52090,7.0,14,1,10.0,3,8,7,7,3,3,7.521103958035278
288,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,1,2,Medical,1,Sales Executive,Single,106730,1.0,13,3,1.0,2,1,0,0,3,3,6.4067203932325
289,3.0,3.0,3.0,1,Travel_Frequently,Research & Development,10,1,Life Sciences,1,Sales Executive,Divorced,50100,6.0,21,3,7.0,3,2,2,2,3,4,10.005455602045556
290,4.0,4.0,3.0,0,Travel_Frequently,Research & Development,26,1,Life Sciences,1,Laboratory Technician,Married,135490,3.0,11,2,7.0,3,2,2,2,3,3,7.097786016948889
291,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,2,5,Technical Degree,2,Healthcare Representative,Single,49990,3.0,12,2,10.0,2,5,4,3,4,3,6.407837219935834
292,2.0,1.0,4.0,0,Travel_Rarely,Sales,13,3,Marketing,5,Sales Executive,Married,42210,1.0,11,1,5.0,4,4,0,2,3,3,7.803427128426945
293,3.0,2.0,1.0,0,Travel_Rarely,Sales,2,4,Marketing,4,Healthcare Representative,Married,138720,9.0,12,3,12.0,3,8,3,6,2,3,6.295862148455278
294,3.0,4.0,2.0,0,Travel_Rarely,Research & Development,2,4,Medical,1,Manager,Married,20420,7.0,12,0,30.0,6,10,1,1,3,3,7.1360658082975
295,4.0,4.0,2.0,0,Travel_Rarely,Sales,9,3,Marketing,2,Research Scientist,Single,20730,0.0,14,0,5.0,3,4,2,3,3,3,8.79817663817639
296,4.0,1.0,1.0,0,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Laboratory Technician,Single,29560,8.0,13,0,9.0,6,7,0,7,3,3,7.500663706739444
297,4.0,2.0,3.0,0,Travel_Rarely,Sales,20,3,Marketing,2,Manager,Divorced,29260,1.0,15,1,2.0,3,2,2,2,2,3,7.083401261523333
298,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,9,3,Life Sciences,3,Laboratory Technician,Single,48090,2.0,18,0,19.0,2,2,2,2,3,3,6.276725403817778
299,4.0,1.0,4.0,0,Non-Travel,Research & Development,5,1,Medical,1,Healthcare Representative,Divorced,51630,2.0,18,2,16.0,4,1,0,0,3,3,7.0983477633475
300,,4.0,3.0,0,Travel_Frequently,Sales,4,4,Life Sciences,2,Sales Executive,Married,188440,1.0,19,0,10.0,3,10,4,7,1,3,7.805346304454167
301,4.0,3.0,1.0,0,Travel_Rarely,Sales,10,3,Medical,4,Laboratory Technician,Married,181720,6.0,12,2,6.0,5,1,0,1,3,3,10.90283052039361
302,2.0,1.0,3.0,0,Travel_Rarely,Research & Development,20,3,Medical,3,Laboratory Technician,Divorced,57440,3.0,19,1,7.0,4,0,0,0,2,3,6.192482492996945
303,3.0,1.0,4.0,0,Travel_Rarely,Sales,21,5,Technical Degree,3,Manager,Married,28890,1.0,11,1,34.0,2,34,1,16,3,3,5.994694444444445
304,4.0,4.0,2.0,1,Travel_Rarely,Research & Development,1,2,Medical,3,Laboratory Technician,Single,28710,1.0,17,3,10.0,2,10,7,8,3,3,10.050054855275278
305,3.0,4.0,2.0,0,Travel_Rarely,Research & Development,8,3,Life Sciences,2,Research Scientist,Single,74840,1.0,15,0,6.0,3,6,1,4,3,3,7.678097461685556
306,2.0,3.0,3.0,0,Travel_Rarely,Sales,2,3,Life Sciences,3,Healthcare Representative,Single,60740,0.0,14,0,9.0,2,8,3,1,3,3,5.978927895980833
307,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,23,1,Life Sciences,2,Research Scientist,Single,173280,1.0,17,1,2.0,2,2,0,2,1,3,7.97844348659
308,2.0,3.0,3.0,1,Travel_Frequently,Research & Development,4,3,Life Sciences,1,Research Director,Single,27740,4.0,13,1,,2,5,1,3,3,3,10.008350095785278
